ADC-148
"Tetracycline resistance protein, class B"
Cation efflux system protein CusC
Efflux pump membrane transporter BepE
Multidrug resistance protein MdtH
Aminoglycoside N(6')-acetyltransferase type 1
dTDP-fucosamine acetyltransferase
Beta-lactamase Toho-1
Multiple antibiotic resistance protein MarA
Imipenem-hydrolyzing beta-lactamase
Multidrug resistance protein MdtB
multidrug efflux RND transporter permease subunit OqxB32
Multidrug export protein EmrA
Redox-sensitive transcriptional activator SoxR
Fosfomycin resistance protein FosX
Multidrug efflux pump SdrM
Tetracycline repressor protein class B from transposon Tn10
Nucleotide-binding protein ExpZ
Beta-lactamase OXY-1
Dihydrofolate reductase
Outer membrane porin N
Chloramphenicol acetyltransferase
HTH-type transcriptional regulator GadX
Elongation factor G
Multidrug resistance protein MexB
putative multidrug resistance protein EmrY
Multidrug resistance protein MdtN
PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA
"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase"
Quinolone resistance protein NorB
Kanamycin nucleotidyltransferase
multidrug efflux RND transporter permease subunit OqxB25
multidrug efflux RND transporter permease subunit OqxB19
Glutathione transferase FosA
multidrug efflux RND transporter permease subunit OqxB27
DNA gyrase subunit A
DNA-binding transcriptional activator EvgA
Transcriptional regulator SlyA
Transcriptional regulatory protein RstA
HTH-type transcriptional regulator DmlR
Multidrug transporter MdfA
Regulatory protein SoxS
Multidrug transporter
D-alanyl-D-alanine carboxypeptidase
Aminoglycoside 3'-phosphotransferase
Inner membrane transport protein YdhP
multidrug efflux RND transporter permease subunit OqxB16
phosphoethanolamine--lipid A transferase MCR-1.1
Methicillin resistance regulatory protein MecI
Sensor histidine kinase CpxA
Staphyloferrin B transporter
Spermidine export protein MdtI
Toluene efflux pump outer membrane protein TtgF
Dihydrofolate reductase type 2
Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
Bifunctional riboflavin kinase/FMN adenylyltransferase
Methyl viologen resistance protein SmvA
Beta-lactamase CTX-M-1
ABC-F type ribosomal protection protein Msr(E)
Multidrug resistance protein MdtK
Multidrug resistance operon repressor
Isoleucine--tRNA ligase
chloramphenicol efflux MFS transporter CmlA4
L-threonine 3-dehydrogenase
putative multidrug resistance protein EmrK
DNA gyrase subunit B
Transcriptional regulatory protein SrrA
ABC transporter ATP-binding/permease protein YojI
Lincosamide resistance protein
IS1595 family transposase ISSsu9
Quinolone resistance transporter
multidrug efflux RND transporter permease subunit OqxB22
Transcriptional regulatory protein QseB
Beta-lactamase OXA-10
Beta-lactamase SHV-2
Toluene efflux pump outer membrane protein TtgI
Multidrug export protein MepA
multidrug efflux RND transporter permease subunit OqxB4
Gentamicin 3-N-acetyltransferase
SPbeta prophage-derived aminoglycoside N(3')-acetyltransferase-like protein YokD
Flavin-dependent monooxygenase
Alanine racemase 1
Fatty acid resistance protein FarB
Bleomycin resistance protein
Multidrug resistance protein MexA
Regulatory protein SdiA
Beta-lactamase TEM-12
multidrug efflux RND transporter permease subunit OqxB14
Outer membrane protein OprM
putative efflux pump outer membrane protein TtgC
Adaptive-response sensory-kinase SasA
phosphoethanolamine--lipid A transferase MCR-3.4
Putative fluoride ion transporter CrcB
Response regulator MprA
multidrug efflux RND transporter permease subunit OqxB12
UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
Oxygen-insensitive NADPH nitroreductase
chloramphenicol efflux MFS transporter CmlA5
Multidrug export protein EmrB
D-alanine--D-alanine ligase A
Transcriptional regulatory protein BaeR
Signal transduction histidine-protein kinase BaeS
D-inositol-3-phosphate glycosyltransferase
UDP-glucose 6-dehydrogenase
Elongation factor Tu 1
Inner membrane transport protein YdhC
multidrug efflux RND transporter permease subunit OqxB6
HTH-type transcriptional activator AmpR
fluoroquinolone efflux MFS transporter QepA4
Pentapeptide repeat protein
Multidrug resistance efflux pump SepA
Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
Multidrug resistance protein EbrB
multidrug efflux RND transporter permease subunit OqxB26
Beta-lactamase SHV-3
Membrane-bound lytic murein transglycosylase F
Sensor protein RstB
Kdo(2)-lipid A phosphoethanolamine 7''-transferase
Sensor protein QseC
multidrug efflux RND transporter permease subunit OqxB8
Multiple antibiotic resistance protein MarR
chloramphenicol efflux MFS transporter CmlA6
Vancomycin B-type resistance protein VanW
HTH-type transcriptional regulator LeuO
Multidrug resistance protein MdtA
lincomycin resistance ABC-F type ribosomal protection protein
Bicyclomycin resistance protein
Quaternary ammonium compound-resistance protein QacC
Swarming motility protein SwrC
Aminoglycoside 6-adenylyltransferase
D-lactate dehydrogenase
Sensor protein EvgS
HTH-type transcriptional regulator GadW
phosphoethanolamine--lipid A transferase MCR-8.1
phosphoethanolamine--lipid A transferase MCR-1.2
Sec translocon accessory complex subunit YajC
multidrug efflux RND transporter permease subunit OqxB
LPS-assembly protein LptD
Multidrug resistance protein MdtO
Bifunctional AAC/APH
HTH-type transcriptional repressor BepR
Multidrug resistance protein NorM
Multidrug resistance protein MdtC
mupirocin-resistant isoleucine--tRNA ligase MupA
Dihydrofolate reductase type 1
cAMP-activated global transcriptional regulator CRP
HTH-type transcriptional regulator MgrA
Hexose-6-phosphate:phosphate antiporter
multidrug efflux RND transporter permease subunit OqxB9
chloramphenicol efflux MFS transporter CmlA1
multidrug efflux RND transporter permease subunit OqxB10
Beta-lactamase OXA-2
Bifunctional polymyxin resistance protein ArnA
Beta-lactamase
16S rRNA (guanine(1405)-N(7))-methyltransferase
HTH-type transcriptional regulator HmrR
Beta-lactamase OXA-1
Metallo-beta-lactamase L1 type 3
Nodulation protein D 2
Alanine racemase
Adenylate cyclase
Elongation factor Tu 2
"Alanine racemase, biosynthetic"
Beta-lactamase PSE-1
tetracycline efflux MFS transporter Tet(K)
Streptothricin acetyltransferase A
Metallo-beta-lactamase type 2
multidrug efflux RND transporter permease subunit OqxB3
Beta-lactamase TEM
multidrug efflux RND transporter permease subunit OqxB5
Beta-lactamase OXY-2
putative efflux pump membrane transporter TtgB
Chloramphenicol acetyltransferase 2
multidrug efflux RND transporter permease subunit OqxB20
Lipid A export ATP-binding/permease protein MsbA
Dihydropteroate synthase
Metallothiol transferase FosB
Multidrug efflux pump subunit AcrB
Multidrug efflux pump subunit AcrA
Multidrug resistance protein MdtE
Beta-lactamase SHV-1
Outer membrane protein OprJ
beta-lactam sensor/signal transducer MecR1
DNA topoisomerase 4 subunit A
Spore coat protein SA
multidrug efflux RND transporter permease subunit OqxB28
Response regulator ArlR
Multidrug export protein AcrF
putative FMN/FAD exporter YeeO
Undecaprenyl-diphosphatase
phosphoethanolamine--lipid A transferase MCR-3.20
Fosfomycin resistance protein AbaF
Multidrug efflux pump Tap
HTH-type transcriptional regulator AcrR
HTH-type transcriptional regulator TtgR
lincomycin
sulfadimidine
coumermycin A1
apramycin
spiramycin
novobiocin
hygromycin B
thiamphenicol
chlorhexidine
ofloxacin
clorobiocin
dibekacin
cefdinir
polymyxin B
bacitracin
bacitracin F
meropenem
bicyclomycin
imipenem
butirosin
virginiamycin S2
levofloxacin
oleandomycin
retapamulin
quinupristin
bacitracin B
telithromycin
chlortetracycline
moxifloxacin
bleomycin A2
sparfloxacin
neomycin
BAL30072
cefuroxime
patricin A
oxytetracycline
cefepime
minocycline
chloramphenicol
florfenicol
arbekacin
pulvomycin
virginiamycin M1
cefalotin
amikacin
cloxacillin
2-N-ethylnetilmicin
moenomycin A1
cefotaxime
polymyxin B1
ceftriaxone
daptomycin
cefotetan
astromicin
ticarcillin
tetracycline
dalfopristin
erythromycin
gentamicin B
benzalkonium chloride
ostreogrycin B3
gatifloxacin
fosfomycin
puromycin
polymyxin B4
griseoviridin
gentamicin C
vernamycin C
roxithromycin
linezolid
trimethoprim
dirithromycin
sulfacetamide
rifaximin
clindamycin
methicillin
bleomycin B2
paromomycin
enoxacin
pristinamycin IC
madumycin II
ciprofloxacin
microcin J25
ertapenem
sisomicin
lividomycin
defensin
nalidixic acid
panipenem
tylosin
gentamicin A
cefoxitin
amoxicillin
kanamycin A
cefixime
6-N-ethylnetilmicin
aztreonam
pristinamycin IA
colistin B
vancomycin
tobramycin
benzylpenicillin
demeclocycline
cefaclor
G418
5-episisomicin
bacitracin A
metronidazole
patricin B
triclosan
nitrofurantoin
teicoplanin
ribostamycin
mafenide
fusidic acid
streptomycin
gentamicin
bleomycinic acid
doxycycline
trovafloxacin
rifapentine
sulfamethoxazole
tiamulin
ampicillin
pirlimycin
piperacillin
norfloxacin
pefloxacin
acriflavine
colistin A
sulfadiazine
sitafloxacin
kasugamycin
temocillin
lomefloxacin
streptothricin
polymyxin B3
netilmicin
cefpirome
rifampin
cefditoren
spectinomycin
cefazolin
azithromycin
enrofloxacin
flomoxef
sulfadoxine
clarithromycin
sulfamethizole
rifabutin
mupirocin
pristinamycin IB
kitasamycin
oxacillin
moxalactam
rokitamycin
isepamicin
grepafloxacin
tigecycline
ceftazidime
polymyxin B2
sulfisoxazole
azidamfenicol
bleomycin
trimethoprim-sulfamethoxazole
sulfasalazine
carbapenem
nitroimidazole antibiotic
nucleoside antibiotic
streptogramin A antibiotic
penicillin beta-lactam
mupirocin-like antibiotic
isoniazid-like antibiotic
fluoroquinolone antibiotic
diaminopyrimidine antibiotic
rifamycin antibiotic
peptide antibiotic
oxazolidinone antibiotic
elfamycin antibiotic
disinfecting agents and antiseptics
streptogramin B antibiotic
bicyclomycin-like antibiotic
sulfonamide antibiotic
lincosamide antibiotic
phenicol antibiotic
streptogramin antibiotic
nitrofuran antibiotic
pleuromutilin antibiotic
fusidane antibiotic
macrolide antibiotic
glycopeptide antibiotic
monobactam
aminoglycoside antibiotic
aminocoumarin antibiotic
glycylcycline
tetracycline antibiotic
moenomycin antibiotic
phosphonic acid antibiotic
cephalosporin
IMI beta-lactamase
antibiotic resistant fusA
ORN beta-lactamase
ATP-binding cassette (ABC) antibiotic efflux pump
AAC(6)-Ib-cr
ANT(3)
kdpDE
EC beta-lactamase
NDM beta-lactamase
pmr phosphoethanolamine transferase
GES beta-lactamase
quinolone resistance protein (qnr)
elfamycin resistant EF-Tu
vanT
msr-type ABC-F protein
OXA-134-like beta-lactamase
tetracycline inactivation enzyme
CTX-M beta-lactamase
tetracycline-resistant ribosomal protection protein
POM beta-lactamase
trimethoprim resistant dihydrofolate reductase dfr
TEM beta-lactamase
FOX beta-lactamase
aminoglycoside bifunctional resistance protein
antibiotic-resistant GlpT
vanY
ANT(2)
ACT beta-lactamase
APH(3)
Intrinsic peptide antibiotic resistant Lps
Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics
VEB beta-lactamase
aminocoumarin resistant gyrB
defensin resistant mprF
16S rRNA methyltransferase (G1405)
SED beta-lactamase
sal-type ABC-F protein
triclosan resistant gyrA
KPC beta-lactamase
SRT beta-lactamase
MCR phosphoethanolamine transferase
glycopeptide resistance gene cluster
antibiotic-resistant UhpT
IMP beta-lactamase
antibiotic resistant nfsA
resistance-nodulation-cell division (RND) antibiotic efflux pump
BlaZ beta-lactamase
OXA-58-like beta-lactamase
PER beta-lactamase
streptothricin acetyltransferase (SAT)
lincosamide nucleotidyltransferase (LNU)
General Bacterial Porin with reduced permeability to peptide antibiotics
Erm 23S ribosomal RNA methyltransferase
sulfonamide resistant dihydropteroate synthase folP
Bleomycin resistant protein
ADC beta-lactamase without carbapenemase activity
General Bacterial Porin with reduced permeability to beta-lactams
ADC beta-lactamases pending classification for carbapenemase activity
Outer Membrane Porin (Opr)
antibiotic-resistant cya adenylate cyclase
LAP beta-lactamase
OXA-50-like beta-lactamase
antibiotic-resistant murA transferase
OXA-294-like beta-lactamase
undecaprenyl pyrophosphate related proteins
vanW
rifampin ADP-ribosyltransferase (Arr)
AAC(6)
ANT(9)
methicillin resistant PBP2
OKP beta-lactamase
antibiotic resistant fabI
OXA-9-like beta-lactamase
fosfomycin thiol transferase
AAC(2)
Target protecting FusB-type protein conferring resistance to Fusidic acid
OXA-51-like beta-lactamase
fluoroquinolone resistant gyrB
OXY beta-lactamase
CKO beta-lactamase
LEN beta-lactamase
ampC-type beta-lactamase
DHA beta-lactamase
OXA-213-like beta-lactamase
chloramphenicol acetyltransferase (CAT)
major facilitator superfamily (MFS) antibiotic efflux pump
AAC(3)
APH(4)
SHV beta-lactamase
multidrug and toxic compound extrusion (MATE) transporter
PDC beta-lactamase
ANT(4)
OXA-23-like beta-lactamase
vanH
macrolide phosphotransferase (MPH)
CMH beta-lactamase
OXA beta-lactamase
OXA-24-like beta-lactamase
OXA-2-like beta-lactamase
VIM beta-lactamase
CARB beta-lactamase
OXA-48-like beta-lactamase
ANT(6)
antibiotic-resistant isoleucyl-tRNA synthetase (ileS)
OXA-1-like beta-lactamase
small multidrug resistance (SMR) antibiotic efflux pump
PAC beta-lactamase
fluoroquinolone resistant gyrA
SFO beta-lactamase
fluoroquinolone resistant parC
OXA-10-like beta-lactamase
sulfonamide resistant sul
APH(6)
MIR beta-lactamase
ACC beta-lactamase
Van ligase
macrolide esterase
CMY beta-lactamase
Organism_Code
